Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;06/12/2023;Menos 35 anos;4;2;Lisboa;6361,47
Registo de Adesão;Registado;10/01/2023;35 a 65 anos;4;3;Odivelas;6370
Registo de Adesão;Registado;04/10/2023;Mais de 65 anos;1;1;Lisboa;6370,55
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;6;2;Lisboa;6376,63
Registo de Adesão;Registado;18/01/2023;Menos 35 anos;3;2;Loures;6376,74
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;2;1;Lisboa;6379,66
Registo de Adesão;Registado;18/04/2023;Mais de 65 anos;2;2;Lisboa;6384,84
Registo de Adesão;Registado;19/05/2023;Mais de 65 anos;1;1;Lisboa;6387,92
Registo de Adesão;Registado;24/08/2023;Mais de 65 anos;1;1;Lisboa;6388,13
Registo de Adesão;Registado;20/03/2023;35 a 65 anos;3;2;Lisboa;6389,17
Registo de Adesão;Registado;31/01/2023;Menos 35 anos;3;2;Seixal;6391,27
Registo de Adesão;Registado;15/12/2023;Menos 35 anos;4;1;Lisboa;6392,38
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Lourinhã;6393,75
Registo de Adesão;Registado;05/07/2023;Menos 35 anos;1;1;Lisboa;6395,88
Registo de Adesão;Registado;30/09/2023;Menos 35 anos;3;1;Lisboa;6399,01
Registo de Adesão;Registado;01/02/2023;35 a 65 anos;1;1;Lisboa;6400
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;2;1;Lisboa;6400,88
Registo de Adesão;Registado;11/10/2023;Mais de 65 anos;1;1;Seixal;6407,26
Registo de Adesão;Registado;24/03/2023;35 a 65 anos;2;2;Lisboa;6408,61
Registo de Adesão;Registado;06/04/2023;Menos 35 anos;3;1;Lisboa;6422,48
Registo de Adesão;Registado;30/01/2023;35 a 65 anos;4;2;Lisboa;6425,15
Registo de Adesão;Registado;11/03/2023;Menos 35 anos;2;2;Torres Vedras;6430,42
Registo de Adesão;Registado;28/12/2023;Menos 35 anos;2;2;Seixal;6431,02
Registo de Adesão;Registado;14/02/2023;Menos 35 anos;2;2;Lisboa;6442,03
Registo de Adesão;Registado;02/02/2023;35 a 65 anos;1;1;Lisboa;6444,76
Registo de Adesão;Registado;24/02/2023;Mais de 65 anos;1;1;Lisboa;6444,76
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;1;1;Lisboa;6445,23
Registo de Adesão;Registado;18/01/2023;Menos 35 anos;1;1;Alenquer;6456,08
Registo de Adesão;Registado;25/06/2023;Menos 35 anos;2;1;Vila Franca de Xira;6458,32
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;3;3;Odivelas;6460,28
Registo de Adesão;Registado;24/02/2023;35 a 65 anos;3;3;Lisboa;6460,35
Registo de Adesão;Registado;17/02/2023;Menos 35 anos;1;1;Sintra;6460,92
Registo de Adesão;Registado;30/09/2023;Menos 35 anos;1;1;Vila Franca de Xira;6466
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Lisboa;6467,72
Registo de Adesão;Registado;05/05/2023;35 a 65 anos;3;1;Lisboa;6471,88
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;3;1;Lisboa;6478
Registo de Adesão;Registado;18/07/2023;35 a 65 anos;4;1;Lisboa;6479,07
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;2;Lisboa;6482,88
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;4;2;Bragança;6486,54
Registo de Adesão;Registado;27/01/2023;Menos 35 anos;1;1;Lisboa;6487,75
Registo de Adesão;Registado;10/08/2023;Menos 35 anos;1;1;Silves;6491,44
Registo de Adesão;Registado;29/09/2023;35 a 65 anos;3;2;Lisboa;6496,24
Registo de Adesão;Registado;24/01/2023;35 a 65 anos;4;2;Sintra;6497,46
Registo de Adesão;Registado;11/07/2023;Menos 35 anos;1;1;Sintra;6499,4
Registo de Adesão;Registado;29/06/2023;35 a 65 anos;1;1;Lisboa;6500
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;1;1;Lisboa;6500
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;1;1;Barreiro;6500
Registo de Adesão;Registado;09/06/2023;Menos 35 anos;2;2;Lisboa;6514,5
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Amadora;6517,7
Registo de Adesão;Registado;23/02/2023;Menos 35 anos;1;1;Lisboa;6520,81
Registo de Adesão;Registado;03/05/2023;35 a 65 anos;3;2;Lisboa;6521,11
Registo de Adesão;Registado;06/10/2023;Mais de 65 anos;2;2;Lisboa;6530,36
Registo de Adesão;Registado;27/12/2023;35 a 65 anos;1;1;Lisboa;6531,94
Registo de Adesão;Registado;27/06/2023;35 a 65 anos;1;1;Lisboa;6536,1
Registo de Adesão;Registado;23/08/2023;Menos 35 anos;3;2;Lisboa;6536,46
Registo de Adesão;Registado;19/04/2023;35 a 65 anos;1;1;Lisboa;6536,98
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;2;2;Lisboa;6537
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;1;1;Lisboa;6541,77
Registo de Adesão;Registado;26/10/2023;Menos 35 anos;1;1;Vila Nova de Gaia;6547,77
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Lisboa;6549
Registo de Adesão;Registado;27/04/2023;35 a 65 anos;2;1;Lisboa;6549,39
Registo de Adesão;Registado;08/11/2024;Menos 35 anos;1;1;Lisboa;6549,58
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;1;1;Odivelas;6552,5
Registo de Adesão;Registado;01/08/2023;Menos 35 anos;1;1;Lisboa;6553,06
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;1;1;Lisboa;6556,68
Registo de Adesão;Registado;24/02/2023;Menos 35 anos;1;1;Lisboa;6559,24
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;5;3;Odivelas;6561,21
Registo de Adesão;Registado;01/09/2023;35 a 65 anos;1;1;Lisboa;6564,75
Registo de Adesão;Registado;06/11/2024;Mais de 65 anos;1;1;Lisboa;6565,3
Registo de Adesão;Registado;12/07/2023;Menos 35 anos;2;1;Arruda dos Vinhos;6570,36
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;1;1;Lisboa;6577,52
Registo de Adesão;Registado;17/05/2023;35 a 65 anos;3;2;Lisboa;6580
Registo de Adesão;Registado;31/10/2023;Menos 35 anos;2;2;Lisboa;6580
Registo de Adesão;Registado;10/11/2024;Menos 35 anos;4;2;Lisboa;6581,64
Registo de Adesão;Registado;21/09/2023;Menos 35 anos;2;1;Lisboa;6584,7
Registo de Adesão;Registado;27/11/2023;35 a 65 anos;4;1;Lisboa;6591,75
Registo de Adesão;Registado;22/03/2023;Menos 35 anos;1;1;Lisboa;6600
Registo de Adesão;Registado;08/10/2023;Menos 35 anos;1;1;Cadaval;6601,29
Registo de Adesão;Registado;11/02/2023;Menos 35 anos;1;1;Lisboa;6605,4
Registo de Adesão;Registado;01/02/2023;Menos 35 anos;1;1;Lisboa;6608,05
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;1;1;Barreiro;6608,62
Registo de Adesão;Registado;21/03/2023;35 a 65 anos;2;2;Lisboa;6609,32
Registo de Adesão;Registado;07/04/2023;35 a 65 anos;1;1;Lisboa;6611,43
Registo de Adesão;Registado;30/01/2023;35 a 65 anos;3;2;Lisboa;6614,02
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;1;1;Lisboa;6615,01
Registo de Adesão;Registado;02/02/2023;Menos 35 anos;1;1;Lisboa;6619,31
Registo de Adesão;Registado;24/10/2023;35 a 65 anos;4;1;Amadora;6625,37
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;1;1;Lisboa;6628
Registo de Adesão;Registado;10/11/2024;35 a 65 anos;1;1;Lisboa;6634,18
Registo de Adesão;Registado;15/11/2023;35 a 65 anos;1;1;Lisboa;6646,22
Registo de Adesão;Registado;20/03/2023;35 a 65 anos;4;2;Lisboa;6650
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;5;1;Lisboa;6650,5
Registo de Adesão;Registado;17/01/2023;Menos 35 anos;1;1;Lisboa;6658,1
Registo de Adesão;Registado;25/04/2023;Menos 35 anos;1;1;Torres Vedras;6658,39
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;1;Cascais;6660,86
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Loures;6664,25
Registo de Adesão;Registado;30/08/2023;Menos 35 anos;2;1;Lisboa;6665,19
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;1;1;Lisboa;6670,89
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;1;Lisboa;6677,5
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;3;1;Lisboa;6681,28
Registo de Adesão;Registado;18/05/2023;35 a 65 anos;5;3;Lisboa;6687,39
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Almada;6689,66
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Lisboa;6692,56
Registo de Adesão;Registado;30/05/2023;Menos 35 anos;1;1;Lisboa;6695,43
Registo de Adesão;Registado;03/06/2023;Menos 35 anos;1;1;Cantanhede;6696,58
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;1;1;Sintra;6699,01
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;1;1;Amadora;6708,5
Registo de Adesão;Registado;27/10/2023;Menos 35 anos;1;1;Lisboa;6712,75
Registo de Adesão;Registado;10/02/2023;35 a 65 anos;1;1;Lisboa;6714,54
Registo de Adesão;Registado;05/11/2024;Mais de 65 anos;1;1;Lisboa;6720
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;6726,84
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;1;1;Lisboa;6737,97
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;1;1;Lisboa;6746,97
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;6747,26
Registo de Adesão;Registado;06/03/2023;35 a 65 anos;3;2;Lisboa;6759,4
Registo de Adesão;Registado;22/12/2023;35 a 65 anos;3;2;Lisboa;6761,83
Registo de Adesão;Registado;30/06/2023;Menos 35 anos;1;1;Lisboa;6764,96
Registo de Adesão;Registado;29/12/2023;35 a 65 anos;4;2;Lisboa;6768
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Aveiro;6776,79
Registo de Adesão;Registado;20/02/2023;Mais de 65 anos;1;1;Lisboa;6784,68
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;1;1;Lisboa;6787,41
Registo de Adesão;Registado;10/01/2023;35 a 65 anos;3;2;Lisboa;6791,29
Registo de Adesão;Registado;13/10/2023;Menos 35 anos;1;1;Sintra;6792,72
Registo de Adesão;Registado;07/10/2023;Menos 35 anos;2;1;Loures;6794
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;1;1;Lisboa;6794,28
Registo de Adesão;Registado;20/10/2023;Menos 35 anos;3;2;Lisboa;6806,57
Registo de Adesão;Registado;09/01/2023;35 a 65 anos;1;1;Moita;6807,81
Registo de Adesão;Registado;17/03/2023;35 a 65 anos;5;2;Lisboa;6810,98
Registo de Adesão;Registado;21/12/2023;35 a 65 anos;1;1;Almeirim;6811
Registo de Adesão;Registado;27/10/2023;35 a 65 anos;4;3;Loures;6814,51
Registo de Adesão;Registado;27/12/2023;Menos 35 anos;3;2;Loures;6821,12
Registo de Adesão;Registado;06/01/2023;Mais de 65 anos;1;1;Lisboa;6822,48
Registo de Adesão;Registado;24/02/2023;35 a 65 anos;2;1;Lisboa;6838,67
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Lisboa;6839,74
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;2;1;Lisboa;6841,57
Registo de Adesão;Registado;22/06/2023;35 a 65 anos;3;2;Lisboa;6845,47
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;4;2;Lisboa;6848
Registo de Adesão;Registado;15/01/2023;Menos 35 anos;2;2;Odivelas;6853,07
Registo de Adesão;Registado;09/03/2023;Menos 35 anos;2;1;Lisboa;6855,61
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Lisboa;6855,97
Registo de Adesão;Registado;01/02/2023;Menos 35 anos;1;1;Amadora;6856,75
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;3;2;Lisboa;6872,13
Registo de Adesão;Registado;09/10/2023;Menos 35 anos;1;1;Odivelas;6879
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;1;1;Lisboa;6879,45
Registo de Adesão;Registado;27/01/2023;35 a 65 anos;1;1;Lisboa;6885
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Lisboa;6885,21
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;4;2;Almada;6886,49
Registo de Adesão;Registado;10/02/2023;Menos 35 anos;1;1;Lisboa;6891,24
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;1;Lisboa;6892,08
Registo de Adesão;Registado;24/04/2023;Menos 35 anos;1;1;Óbidos;6897,14
Registo de Adesão;Registado;15/03/2023;Menos 35 anos;1;1;Marinha Grande;6897,38
Registo de Adesão;Registado;31/03/2023;35 a 65 anos;4;2;Lisboa;6898,94
Registo de Adesão;Registado;06/03/2023;Menos 35 anos;1;1;Benavente;6899,34
Registo de Adesão;Registado;30/07/2023;Mais de 65 anos;1;1;Lisboa;6900
Registo de Adesão;Registado;19/10/2023;Menos 35 anos;2;2;Odivelas;6900,93
Registo de Adesão;Registado;15/06/2023;35 a 65 anos;2;1;Lisboa;6904,25
Registo de Adesão;Registado;09/06/2023;Menos 35 anos;3;1;Lisboa;6906,06
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;1;1;Lisboa;6906,84
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;1;1;Lisboa;6920,03
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Lisboa;6928,8
Registo de Adesão;Registado;06/03/2023;35 a 65 anos;1;1;Lisboa;6937,56
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;2;2;Amadora;6944,86
Registo de Adesão;Registado;15/01/2023;35 a 65 anos;2;1;Sintra;6945,32
Registo de Adesão;Registado;21/04/2023;Menos 35 anos;1;1;Moita;6949,42
Registo de Adesão;Registado;24/03/2023;35 a 65 anos;2;1;Odivelas;6951,63
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;1;1;Oeiras;6954,16
Registo de Adesão;Registado;17/02/2023;Mais de 65 anos;1;1;Lisboa;6955,62
Registo de Adesão;Registado;26/06/2023;Menos 35 anos;1;1;Lisboa;6956,49
Registo de Adesão;Registado;08/11/2024;35 a 65 anos;1;1;Lisboa;6969,26
Registo de Adesão;Registado;04/11/2024;35 a 65 anos;4;2;Amadora;6975,66
Registo de Adesão;Registado;04/01/2023;Menos 35 anos;2;2;Lisboa;6981,17
Registo de Adesão;Registado;10/02/2023;Menos 35 anos;1;1;Lisboa;6982,56
Registo de Adesão;Registado;04/03/2023;Menos 35 anos;4;1;Loures;6983,72
Registo de Adesão;Registado;25/01/2023;35 a 65 anos;1;1;Almada;6985,21
Registo de Adesão;Registado;10/07/2023;35 a 65 anos;1;1;Lisboa;6994,1
Registo de Adesão;Registado;17/01/2023;Menos 35 anos;2;1;Barreiro;6995,1
Registo de Adesão;Registado;10/02/2023;Menos 35 anos;1;1;Lisboa;6998,29
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;3;3;Lisboa;7000
Registo de Adesão;Registado;08/09/2023;Menos 35 anos;1;1;Lisboa;7005
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;2;2;Lisboa;7007,16
Registo de Adesão;Registado;16/08/2023;35 a 65 anos;2;1;Lisboa;7009,07
Registo de Adesão;Registado;23/07/2023;Menos 35 anos;1;1;Sintra;7016,11
Registo de Adesão;Registado;27/04/2023;Menos 35 anos;1;1;Lisboa;7016,45
Registo de Adesão;Registado;30/06/2023;Menos 35 anos;1;1;Lisboa;7026,21
Registo de Adesão;Registado;10/01/2023;Menos 35 anos;1;1;Sintra;7027,8
Registo de Adesão;Registado;16/08/2023;Menos 35 anos;4;1;Lisboa;7031,59
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;2;2;Lisboa;7041
Registo de Adesão;Registado;11/10/2023;35 a 65 anos;3;2;Lisboa;7041
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Loures;7047,57
Registo de Adesão;Registado;02/10/2023;35 a 65 anos;1;1;Moita;7048,96
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;2;1;Odivelas;7050
Registo de Adesão;Registado;20/11/2023;Menos 35 anos;1;1;Lisboa;7050
Registo de Adesão;Registado;12/04/2023;Menos 35 anos;1;1;Odivelas;7052,68
Registo de Adesão;Registado;22/05/2023;Menos 35 anos;3;1;Lisboa;7058,37
Registo de Adesão;Registado;04/04/2023;Menos 35 anos;1;1;Lisboa;7060,09
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;5;1;Lisboa;7064,01
Registo de Adesão;Registado;10/04/2023;35 a 65 anos;2;2;Lisboa;7068,34
Registo de Adesão;Registado;31/08/2023;Menos 35 anos;1;1;Lisboa;7069
Registo de Adesão;Registado;25/10/2023;Menos 35 anos;2;2;Lisboa;7074,68
Registo de Adesão;Registado;19/10/2023;Mais de 65 anos;1;1;Lisboa;7075,13
Registo de Adesão;Registado;06/07/2023;35 a 65 anos;1;1;Lisboa;7080,17
Registo de Adesão;Registado;22/02/2023;Menos 35 anos;1;1;Lisboa;7080,93
Registo de Adesão;Registado;09/06/2023;35 a 65 anos;1;1;Lisboa;7084,53
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;2;2;Lisboa;7085,5
Registo de Adesão;Registado;19/10/2023;Mais de 65 anos;4;4;Sintra;7088,92
Registo de Adesão;Registado;04/06/2023;35 a 65 anos;2;1;Odivelas;7089,6
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;1;Lisboa;7090,58
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;1;1;Lisboa;7093,2
Registo de Adesão;Registado;12/11/2024;Menos 35 anos;3;2;Amadora;7097,69
Registo de Adesão;Registado;07/01/2023;35 a 65 anos;3;1;Vila Franca de Xira;7099,5
Registo de Adesão;Registado;04/09/2023;35 a 65 anos;4;2;Lisboa;7105,7
Registo de Adesão;Registado;13/10/2023;35 a 65 anos;1;1;Lisboa;7112,73
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;3;2;Lisboa;7120
Registo de Adesão;Registado;28/04/2023;35 a 65 anos;3;2;Lisboa;7120,5
Registo de Adesão;Registado;06/04/2023;35 a 65 anos;3;1;Sintra;7127,61
Registo de Adesão;Registado;17/10/2023;35 a 65 anos;1;1;Lisboa;7129,91
Registo de Adesão;Registado;27/04/2023;35 a 65 anos;2;2;Lisboa;7139,58
Registo de Adesão;Registado;27/10/2023;35 a 65 anos;1;1;Amadora;7140,7
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;5;2;Lisboa;7140,94
Registo de Adesão;Registado;05/05/2023;Menos 35 anos;1;1;Mealhada;7146,8
Registo de Adesão;Registado;04/11/2024;Menos 35 anos;1;1;Lisboa;7147,12
Registo de Adesão;Registado;15/05/2023;Menos 35 anos;2;1;Lisboa;7150
Registo de Adesão;Registado;06/09/2023;35 a 65 anos;2;1;Lisboa;7150,84
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;3;1;Loures;7153,59
Registo de Adesão;Registado;04/01/2023;35 a 65 anos;5;3;Lisboa;7153,74
Registo de Adesão;Registado;02/10/2023;Mais de 65 anos;1;1;Lisboa;7154,89
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Sintra;7157,28
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;4;2;Amadora;7158,4
Registo de Adesão;Registado;11/07/2023;Menos 35 anos;3;2;Lisboa;7160,3
Registo de Adesão;Registado;12/04/2023;Mais de 65 anos;1;1;Lisboa;7161,21
Registo de Adesão;Registado;02/02/2023;Menos 35 anos;1;1;Lisboa;7162,74
Registo de Adesão;Registado;06/06/2023;Menos 35 anos;1;1;Oeiras;7163,53
Registo de Adesão;Registado;09/02/2023;Menos 35 anos;4;1;Lisboa;7168,24
Registo de Adesão;Registado;01/03/2023;Menos 35 anos;2;2;Lisboa;7176,33
Registo de Adesão;Registado;03/10/2023;Menos 35 anos;1;1;Tomar;7178,47
Registo de Adesão;Registado;21/09/2023;35 a 65 anos;3;1;Lisboa;7181,76
Registo de Adesão;Registado;09/02/2023;35 a 65 anos;4;3;Montijo;7185,84
Registo de Adesão;Registado;11/06/2023;35 a 65 anos;2;1;Lisboa;7186,1
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;7186,27
Registo de Adesão;Registado;29/06/2023;Menos 35 anos;1;1;Sintra;7192,33
Registo de Adesão;Registado;14/01/2023;35 a 65 anos;2;1;Lisboa;7200
Registo de Adesão;Registado;18/01/2023;35 a 65 anos;5;2;Odivelas;7200
Registo de Adesão;Registado;03/04/2023;35 a 65 anos;2;2;Amadora;7200
Registo de Adesão;Registado;03/05/2023;Menos 35 anos;1;1;Évora;7200
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;1;1;Sintra;7200
Registo de Adesão;Registado;01/07/2023;Menos 35 anos;1;1;Lisboa;7200
Registo de Adesão;Registado;15/11/2023;35 a 65 anos;1;1;Lisboa;7200
Registo de Adesão;Registado;24/10/2023;Mais de 65 anos;2;2;Lisboa;7201,75
Registo de Adesão;Registado;23/08/2023;35 a 65 anos;4;2;Lisboa;7204,25
Registo de Adesão;Registado;03/07/2023;Menos 35 anos;2;2;Lisboa;7205,88
Registo de Adesão;Registado;06/07/2023;Menos 35 anos;1;1;Lisboa;7206,43
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;1;1;Lisboa;7209,78
Registo de Adesão;Registado;29/06/2023;Menos 35 anos;2;1;Lisboa;7212,35
Registo de Adesão;Registado;04/10/2023;Menos 35 anos;1;1;Lisboa;7229,27
Registo de Adesão;Registado;04/12/2023;Menos 35 anos;3;2;Lisboa;7229,36
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;2;Loures;7231,92
Registo de Adesão;Registado;27/06/2023;Menos 35 anos;1;1;Sintra;7234,04
Registo de Adesão;Registado;19/04/2023;35 a 65 anos;2;1;Lisboa;7239,15
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;7244,22
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Loures;7246,63
Registo de Adesão;Registado;17/10/2023;Menos 35 anos;1;1;Lisboa;7251,84
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Torres Vedras;7252,41
Registo de Adesão;Registado;09/03/2023;Menos 35 anos;2;1;Lisboa;7254,87
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;1;1;Lisboa;7255,31
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Loures;7259,97
Registo de Adesão;Registado;14/08/2023;Menos 35 anos;1;1;Lisboa;7271,43
Registo de Adesão;Registado;12/06/2023;Menos 35 anos;2;1;Sintra;7276,14
Registo de Adesão;Registado;05/01/2023;Menos 35 anos;2;2;Amadora;7283,92
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;2;2;Lisboa;7284,51
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Lisboa;7287,75
Registo de Adesão;Registado;16/10/2023;Menos 35 anos;4;2;Lisboa;7290
Registo de Adesão;Registado;06/11/2024;Mais de 65 anos;1;1;Lisboa;7291,48
Registo de Adesão;Registado;07/02/2023;35 a 65 anos;1;1;Lisboa;7292,32
Registo de Adesão;Registado;05/01/2023;Menos 35 anos;1;1;Amadora;7299,13
Registo de Adesão;Registado;21/06/2023;35 a 65 anos;1;1;Lisboa;7310,3
Registo de Adesão;Registado;06/03/2023;Menos 35 anos;1;1;Lisboa;7310,57
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;1;1;Lisboa;7314,28
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;2;2;Lisboa;7318,57
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;2;2;Lisboa;7321,66
Registo de Adesão;Registado;01/07/2023;Menos 35 anos;2;2;Lisboa;7331,66
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;3;2;Sintra;7331,88
Registo de Adesão;Registado;06/10/2023;35 a 65 anos;1;1;Lisboa;7332,08
Registo de Adesão;Registado;31/01/2023;Menos 35 anos;3;1;Lisboa;7332,48
Registo de Adesão;Registado;14/09/2023;35 a 65 anos;1;1;Lisboa;7332,78
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Lisboa;7335,84
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;1;1;Lisboa;7338,44
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;1;1;Lisboa;7341,3
Registo de Adesão;Registado;16/04/2023;Menos 35 anos;2;1;Oeiras;7343
Registo de Adesão;Registado;21/12/2023;Menos 35 anos;1;1;Lisboa;7345,6
Registo de Adesão;Registado;06/01/2023;Mais de 65 anos;1;1;Lisboa;7348,79
Registo de Adesão;Registado;30/12/2023;35 a 65 anos;2;1;Lisboa;7352,95
Registo de Adesão;Registado;16/05/2023;35 a 65 anos;1;1;Lisboa;7360,42
Registo de Adesão;Registado;13/11/2024;Menos 35 anos;3;1;Odivelas;7363,36
Registo de Adesão;Registado;30/01/2023;35 a 65 anos;1;1;Lisboa;7364,93
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;1;1;Lisboa;7365
Registo de Adesão;Registado;27/04/2023;35 a 65 anos;3;2;Lisboa;7365,96
Registo de Adesão;Registado;17/05/2023;Menos 35 anos;3;2;Lisboa;7372,87
Registo de Adesão;Registado;26/05/2023;35 a 65 anos;3;1;Lisboa;7373,02
Registo de Adesão;Registado;02/06/2023;35 a 65 anos;1;1;Lisboa;7376,26
Registo de Adesão;Registado;07/04/2023;Menos 35 anos;1;1;Lisboa;7378,55
Registo de Adesão;Registado;12/01/2023;35 a 65 anos;1;1;Oeiras;7387,36
Registo de Adesão;Registado;12/01/2023;Menos 35 anos;2;2;Lisboa;7387,92
Registo de Adesão;Registado;12/03/2023;Menos 35 anos;1;1;Seixal;7391,2
Registo de Adesão;Registado;11/05/2023;Menos 35 anos;2;1;Lisboa;7395,76
Registo de Adesão;Registado;15/02/2023;Mais de 65 anos;1;1;Lisboa;7397,46
Registo de Adesão;Registado;24/04/2023;Menos 35 anos;2;1;Lisboa;7402,5
Registo de Adesão;Registado;23/01/2023;Menos 35 anos;1;1;Cascais;7404,4
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;1;Sintra;7409,93
Registo de Adesão;Registado;11/08/2023;35 a 65 anos;4;2;Lisboa;7410
Registo de Adesão;Registado;11/01/2023;35 a 65 anos;1;1;Odivelas;7419,88
Registo de Adesão;Registado;09/08/2023;35 a 65 anos;2;2;Lisboa;7420
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;3;2;Amadora;7423,66
Registo de Adesão;Registado;29/01/2023;35 a 65 anos;4;1;Odivelas;7425,01
Registo de Adesão;Registado;06/11/2024;Menos 35 anos;1;1;Lisboa;7426,5
Registo de Adesão;Registado;24/01/2023;Menos 35 anos;3;2;Lisboa;7426,86
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;2;1;Loures;7427,97
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;3;Lisboa;7442,64
Registo de Adesão;Registado;01/01/2023;35 a 65 anos;1;1;Sintra;7444,35
Registo de Adesão;Registado;13/06/2023;Menos 35 anos;1;1;Odivelas;7444,8
