Contexto;Estado;Data Estado;Escalão Etário;Nº Elem. Agregado;Nº Adultos;Concelho;Rendimento Global (IRS e Rend. Isentos)
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;3;2;Vila Franca de Xira;16188
Registo de Adesão;Registado;23/12/2023;35 a 65 anos;3;2;Lisboa;16189,03
Registo de Adesão;Registado;26/09/2023;Menos 35 anos;2;2;Oeiras;16190,04
Registo de Adesão;Registado;03/01/2023;Menos 35 anos;1;1;Lisboa;16190,05
Registo de Adesão;Registado;27/10/2023;Mais de 65 anos;1;1;Lisboa;16195,26
Registo de Adesão;Registado;06/11/2024;Mais de 65 anos;1;1;Lisboa;16195,78
Registo de Adesão;Registado;16/11/2023;35 a 65 anos;2;2;Lisboa;16196,54
Registo de Adesão;Registado;20/01/2023;Menos 35 anos;1;1;Amadora;16198,33
Registo de Adesão;Registado;11/02/2023;35 a 65 anos;1;1;Sintra;16200
Registo de Adesão;Registado;05/11/2023;Menos 35 anos;4;2;Lisboa;16206,34
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;4;2;Torres Vedras;16214,89
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;3;2;Lisboa;16216,74
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;1;Amadora;16217,21
Registo de Adesão;Registado;02/02/2023;Menos 35 anos;1;1;Lisboa;16217,98
Registo de Adesão;Registado;06/10/2023;Menos 35 anos;3;2;Oeiras;16218,24
Registo de Adesão;Registado;03/06/2023;35 a 65 anos;1;1;Amadora;16219,47
Registo de Adesão;Registado;10/11/2024;Mais de 65 anos;2;2;Lisboa;16221,03
Registo de Adesão;Registado;05/06/2023;35 a 65 anos;4;2;Vila Franca de Xira;16225,31
Registo de Adesão;Registado;09/09/2023;Menos 35 anos;1;1;Loures;16228,42
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Lisboa;16230
Registo de Adesão;Registado;20/12/2023;35 a 65 anos;1;1;Sintra;16234,58
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;2;2;Lisboa;16237,4
Registo de Adesão;Registado;17/02/2023;Menos 35 anos;1;1;Lisboa;16240,29
Registo de Adesão;Registado;07/03/2023;35 a 65 anos;2;1;Lisboa;16241,93
Registo de Adesão;Registado;20/01/2023;35 a 65 anos;3;2;Almada;16246,06
Registo de Adesão;Registado;03/04/2023;Menos 35 anos;1;1;Lisboa;16246,37
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Lisboa;16254,62
Registo de Adesão;Registado;25/09/2023;Menos 35 anos;1;1;Peniche;16255,68
Registo de Adesão;Registado;19/10/2023;35 a 65 anos;2;2;Lisboa;16256,55
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;1;1;Amadora;16257,5
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;3;2;Amadora;16260,51
Registo de Adesão;Registado;13/04/2023;35 a 65 anos;4;2;Amadora;16260,75
Registo de Adesão;Registado;22/06/2023;35 a 65 anos;4;2;Lisboa;16261,71
Registo de Adesão;Registado;02/07/2023;35 a 65 anos;1;1;Lisboa;16262,83
Registo de Adesão;Registado;02/06/2023;Menos 35 anos;3;2;Lisboa;16264,33
Registo de Adesão;Registado;04/01/2023;Menos 35 anos;1;1;Lisboa;16268,28
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;16271
Registo de Adesão;Registado;08/05/2023;Menos 35 anos;2;2;Águeda;16272,71
Registo de Adesão;Registado;05/10/2023;35 a 65 anos;3;3;Vila Franca de Xira;16272,89
Registo de Adesão;Registado;08/01/2023;35 a 65 anos;1;1;Lisboa;16274,32
Registo de Adesão;Registado;20/12/2023;Menos 35 anos;2;2;Odivelas;16284
Registo de Adesão;Registado;07/02/2023;Menos 35 anos;1;1;Lisboa;16292,5
Registo de Adesão;Registado;05/04/2023;35 a 65 anos;2;2;Lisboa;16292,52
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Odivelas;16293
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Oeiras;16294,38
Registo de Adesão;Registado;10/11/2024;Menos 35 anos;1;1;Lisboa;16297,05
Registo de Adesão;Registado;11/11/2024;35 a 65 anos;1;1;Lisboa;16298,41
Registo de Adesão;Registado;05/11/2024;Mais de 65 anos;1;1;Lisboa;16299,36
Registo de Adesão;Registado;20/06/2023;Menos 35 anos;2;2;Lisboa;16300
Registo de Adesão;Registado;02/01/2023;35 a 65 anos;3;1;Lisboa;16308,15
Registo de Adesão;Registado;02/05/2023;35 a 65 anos;1;1;Sintra;16314,77
Registo de Adesão;Registado;05/01/2023;35 a 65 anos;3;1;Montijo;16318,01
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;2;2;Lisboa;16319
Registo de Adesão;Registado;12/10/2023;35 a 65 anos;4;2;Lisboa;16322
Registo de Adesão;Registado;07/10/2023;Menos 35 anos;1;1;Lisboa;16322,32
Registo de Adesão;Registado;29/12/2023;Menos 35 anos;1;1;Oeiras;16332,59
Registo de Adesão;Registado;13/01/2023;Menos 35 anos;2;2;Lisboa;16339,23
Registo de Adesão;Registado;02/06/2023;Menos 35 anos;1;1;Loures;16340
Registo de Adesão;Registado;15/02/2023;Mais de 65 anos;1;1;Odivelas;16341,5
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;2;1;Lisboa;16342
Registo de Adesão;Registado;20/02/2023;35 a 65 anos;2;2;Lisboa;16342,08
Registo de Adesão;Registado;19/01/2023;35 a 65 anos;1;1;Lisboa;16344,35
Registo de Adesão;Registado;01/01/2023;Menos 35 anos;3;2;Loures;16344,84
Registo de Adesão;Registado;08/06/2023;35 a 65 anos;4;2;Vila Franca de Xira;16345,5
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;1;1;Lisboa;16350
Registo de Adesão;Registado;02/07/2023;Menos 35 anos;1;1;Lisboa;16352,18
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Loures;16354,6
Registo de Adesão;Registado;09/06/2023;35 a 65 anos;7;3;Lisboa;16357,02
Registo de Adesão;Registado;25/06/2023;Menos 35 anos;1;1;Lisboa;16357,97
Registo de Adesão;Registado;23/10/2023;35 a 65 anos;3;2;Lisboa;16360,72
Registo de Adesão;Registado;17/07/2023;Menos 35 anos;1;1;Lisboa;16362,08
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;1;1;Lisboa;16362,42
Registo de Adesão;Registado;01/11/2024;Menos 35 anos;5;2;Loures;16364,38
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;2;2;Lisboa;16365,17
Registo de Adesão;Registado;22/12/2023;35 a 65 anos;4;2;Barreiro;16367,74
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Ponta do Sol;16370,7
Registo de Adesão;Registado;07/08/2023;35 a 65 anos;2;2;Loures;16374
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;3;2;Lisboa;16375,32
Registo de Adesão;Registado;17/05/2023;Menos 35 anos;1;1;Lisboa;16375,59
Registo de Adesão;Registado;25/12/2023;Menos 35 anos;2;2;Oeiras;16377,95
Registo de Adesão;Registado;20/04/2023;35 a 65 anos;1;1;Lisboa;16380,66
Registo de Adesão;Registado;29/09/2023;35 a 65 anos;3;2;Vila Franca de Xira;16383,77
Registo de Adesão;Registado;17/04/2023;Menos 35 anos;1;1;Odivelas;16385,4
Registo de Adesão;Registado;02/01/2023;Menos 35 anos;1;1;Sintra;16386,61
Registo de Adesão;Registado;09/11/2024;35 a 65 anos;3;2;Lisboa;16397,72
Registo de Adesão;Registado;25/04/2023;35 a 65 anos;2;2;Lisboa;16398,03
Registo de Adesão;Registado;12/06/2023;Menos 35 anos;1;1;Loures;16400
Registo de Adesão;Registado;07/11/2024;35 a 65 anos;1;1;Coimbra;16400
Registo de Adesão;Registado;27/09/2023;Menos 35 anos;1;1;Lisboa;16402,18
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;3;2;Loures;16403,19
Registo de Adesão;Registado;01/06/2023;Menos 35 anos;3;2;Lisboa;16403,67
Registo de Adesão;Registado;21/10/2023;Menos 35 anos;1;1;Góis;16405,2
Registo de Adesão;Registado;03/10/2023;35 a 65 anos;1;1;Lisboa;16413,49
Registo de Adesão;Registado;21/10/2023;Menos 35 anos;1;1;Lisboa;16420,21
Registo de Adesão;Registado;04/06/2023;Menos 35 anos;1;1;Lisboa;16422
Registo de Adesão;Registado;05/06/2023;Menos 35 anos;1;1;Amadora;16422
Registo de Adesão;Registado;10/02/2023;Menos 35 anos;1;1;Lisboa;16426
Registo de Adesão;Registado;07/03/2023;Menos 35 anos;1;1;Lisboa;16427,92
Registo de Adesão;Registado;20/04/2023;35 a 65 anos;2;1;Lisboa;16432
Registo de Adesão;Registado;04/06/2023;Menos 35 anos;2;2;Lisboa;16434,68
Registo de Adesão;Registado;28/04/2023;Menos 35 anos;1;1;Oeiras;16436,93
Registo de Adesão;Registado;05/11/2024;Menos 35 anos;1;1;Lisboa;16440,26
Registo de Adesão;Registado;27/04/2023;Menos 35 anos;1;1;Trancoso;16443,75
Registo de Adesão;Registado;13/10/2023;Mais de 65 anos;2;2;Lisboa;16445,45
Registo de Adesão;Registado;02/10/2023;Menos 35 anos;1;1;Amadora;16446,95
Registo de Adesão;Registado;06/01/2023;35 a 65 anos;1;1;Cartaxo;16448,37
Registo de Adesão;Registado;05/04/2023;Menos 35 anos;2;2;Loures;16450,15
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;3;2;Amadora;16453,21
Registo de Adesão;Registado;19/08/2023;35 a 65 anos;1;1;Lisboa;16453,86
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;1;1;Lisboa;16455
Registo de Adesão;Registado;18/04/2023;Menos 35 anos;1;1;Lisboa;16457,83
Registo de Adesão;Registado;06/02/2023;35 a 65 anos;3;1;Lisboa;16457,88
Registo de Adesão;Registado;26/09/2023;35 a 65 anos;1;1;Amadora;16463,39
Registo de Adesão;Registado;12/11/2024;35 a 65 anos;1;1;Lisboa;16463,83
Registo de Adesão;Registado;13/11/2024;Menos 35 anos;2;2;Lisboa;16464,47
Registo de Adesão;Registado;12/10/2023;Menos 35 anos;2;2;Sintra;16466,19
Registo de Adesão;Registado;01/05/2023;35 a 65 anos;1;1;Lisboa;16467,97
Registo de Adesão;Registado;10/10/2023;Menos 35 anos;1;1;Lisboa;16470,34
Registo de Adesão;Registado;10/07/2023;Menos 35 anos;1;1;Seixal;16476
Registo de Adesão;Registado;26/09/2023;Mais de 65 anos;2;2;Lisboa;16476,98
Registo de Adesão;Registado;27/12/2023;Menos 35 anos;1;1;Lisboa;16483,13
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;3;2;Lisboa;16483,65
Registo de Adesão;Registado;06/11/2024;35 a 65 anos;7;3;Lisboa;16484,61
Registo de Adesão;Registado;25/01/2023;Menos 35 anos;1;1;Lisboa;16486,57
Registo de Adesão;Registado;16/06/2023;35 a 65 anos;2;2;Oeiras;16487,85
Registo de Adesão;Registado;11/10/2023;Menos 35 anos;1;1;Vila Real;16488,66
Registo de Adesão;Registado;07/11/2024;Menos 35 anos;1;1;Vila Nova de Gaia;16489,9
Registo de Adesão;Registado;08/11/2023;Menos 35 anos;4;2;Loures;16490,08
Registo de Adesão;Registado;19/01/2023;Menos 35 anos;1;1;Lourinhã;16492,46
Registo de Adesão;Registado;27/01/2023;Menos 35 anos;1;1;Sines;16493,04
Registo de Adesão;Registado;19/06/2023;35 a 65 anos;5;2;Sintra;16499,78
Registo de Adesão;Registado;03/01/2023;35 a 65 anos;1;1;Amadora;16500,7
Registo de Adesão;Registado;28/09/2023;35 a 65 anos;1;1;Lisboa;16501
Registo de Adesão;Registado;05/11/2024;35 a 65 anos;2;1;Seixal;16502,9
Registo de Adesão;Registado;28/09/2023;Menos 35 anos;1;1;Lisboa;16504,44
Registo de Adesão;Registado;06/06/2023;35 a 65 anos;1;1;Loures;16505,85
Registo de Adesão;Registado;15/10/2023;Menos 35 anos;1;1;Lisboa;16512
Registo de Adesão;Registado;07/10/2023;Menos 35 anos;1;1;Lisboa;16512,43
Registo de Adesão;Registado;20/09/2023;Menos 35 anos;1;1;Oeiras;16513,62
Registo de Adesão;Registado;13/11/2024;Menos 35 anos;3;2;Lisboa;16514,81
Registo de Adesão;Registado;10/12/2023;Menos 35 anos;1;1;Lisboa;16519
Registo de Adesão;Registado;12/10/2023;Menos 35 anos;2;2;Lisboa;16519
Registo de Adesão;Registado;11/01/2023;Menos 35 anos;1;1;Lisboa;16520
